community_id,id,author_mod,replies,favorites,retweets,total,source
404,418445389742628864,0,0,0,0,0,Twitter for Websites
404,418440650968023040,0,0,0,1,1,Facebook
404,418140142402949120,0,0,1,0,1,Twitter for Websites
404,417885007781588992,0,0,0,0,0,Hootsuite
404,417729134421217281,0,0,1,1,2,Twitter for Websites
404,417682888227033090,0,0,0,0,0,Hootsuite
404,417458556837715969,0,0,0,0,0,Twitter for Websites
404,417012654222241792,0,0,0,0,0,Facebook
404,416988927820435457,0,0,0,0,0,Twitter for Websites
404,416733643633987584,0,0,0,1,1,Facebook
404,416710515197739008,0,0,0,0,0,Hootsuite
404,416665551654498304,0,4,1,3,8,Twitter for Mac
404,440675041013792769,0,0,3,0,3,Twitter for Android
404,440499333574565890,0,0,0,1,1,Twitter for Android
404,442234493085052929,0,0,2,2,4,Twitter for Android
404,437759109094330368,0,0,0,0,0,Twitter for Android
404,434169250614239232,0,0,0,1,1,Twitter for Android
404,421014352242561024,0,0,0,0,0,Twitter Web Client
404,420707948571025409,0,0,5,10,15,TweetDeck
404,420407958733074432,0,0,0,0,0,Facebook
404,420295041257463808,0,0,1,1,2,Twitter for Websites
404,420251514234355712,0,0,0,0,0,Twitter for Websites
404,419595730488025088,0,0,0,0,0,Twitter for Websites
404,419160150235033601,0,0,1,1,2,Facebook
404,419155507572506624,0,0,1,2,3,Twitter for Websites
404,419000064468467713,0,0,0,0,0,Twitter for Websites
404,418979611871944704,0,0,0,0,0,Twitter for Websites
404,418979147579277312,0,0,0,0,0,Twitter for Websites
404,420943681831456768,0,0,2,0,2,Twitter for Websites
404,418959628072787968,0,2,0,0,2,Twitter Web Client
404,431928887811907585,0,0,0,0,0,Twitter Web Client
404,431910357758521344,0,0,0,0,0,Twitter for Websites
404,431910060835360768,0,0,0,0,0,Twitter for Websites
404,429674966737362944,0,0,0,0,0,Twitter for Websites
404,429674588230807552,0,0,0,0,0,Twitter for Websites
404,424307037883744256,0,0,1,0,1,Twitter for Websites
404,415201816347811840,0,0,0,0,0,Twitter for Websites
404,415046030204215296,0,10,1,1,12,TweetDeck
404,414827009533939712,0,0,0,1,1,TweetDeck
404,414826860879421440,0,0,0,0,0,TweetDeck
404,420352366315974657,0,0,0,0,0,Twitter for Websites
404,412848883912294400,0,0,1,1,2,Tweetbot for iOS
404,450540911458406402,0,0,0,0,0,Twitter for Websites
404,421552470246948864,0,0,0,0,0,Twitter for Websites
404,423249064856014848,0,0,0,0,0,Twitter for Websites
404,413093827411324929,0,0,0,0,0,Twitter for Websites
394,446794177977012224,0,0,0,0,0,Twitter for Android
394,446599317986344960,1,0,0,0,0,Twitter for Websites
394,443129942482485248,1,0,0,1,1,Twitter for Websites
394,436168925902929920,1,0,0,0,0,Twitter for Websites
394,436173674131894272,1,0,0,0,0,Twitter for Websites
394,436176020429762560,1,0,0,0,0,Twitter for Websites
394,435354732971192320,0,0,1,1,2,Twitter for Android
394,435353962888175616,1,0,2,2,4,Twitter for Websites
394,441326266625433600,0,0,0,1,1,Twitter for Websites
394,434255766824816640,1,0,0,1,1,Twitter Web Client
394,433565617925287936,1,0,0,0,0,Twitter for Websites
394,433568463676637184,1,0,0,0,0,Twitter for Websites
394,434243158721835008,1,0,1,0,1,Twitter for Websites
394,434243717323436032,1,0,0,0,0,Twitter for Websites
394,431696386967351297,1,0,0,0,0,Twitter for Websites
394,433565442330730496,1,0,0,0,0,Twitter for Websites
394,442964150382120960,0,0,0,0,0,Twitter for Websites
394,431696009563877376,1,0,0,0,0,Twitter for Websites
394,431098504975380481,1,0,0,0,0,Twitter for Websites
394,441327121151975424,0,0,1,2,3,Twitter for Websites
394,431696231102828544,1,0,0,0,0,Twitter for Websites
394,431058397685768193,1,0,0,2,2,Twitter for Websites
394,431058754423902208,1,0,0,1,1,Twitter for Websites
394,431695883495669760,1,0,0,0,0,Twitter for Websites
394,431058600455200770,1,0,0,1,1,Twitter for Websites
394,430764579820281856,1,0,0,1,1,Twitter for Websites
60,312826743113277441,0,6,1,2,9,Twitter Web Client
60,325973888016195584,0,0,0,0,0,Twitter for Websites
60,325956934865940480,0,0,0,0,0,Twitter Web Client
60,325956095698935808,0,0,0,1,1,Twitter Web Client
60,322494078480707584,0,0,0,1,1,Twitter for Websites
60,321935012062711808,0,0,0,0,0,Twitter for Websites
60,321717044364075008,0,0,0,0,0,Twitter for Websites
60,320682764452130817,0,0,0,0,0,Google
60,320678160175865857,0,0,0,0,0,Facebook
60,320435283805995008,0,0,0,0,0,Twitter for Websites
60,319800142788169728,0,0,0,0,0,Facebook
60,319799099811565569,0,0,0,0,0,Facebook
60,318863128655958016,0,0,0,0,0,Facebook
60,318024639068651520,0,0,0,0,0,Twitter for Websites
60,317934471447982081,0,0,0,0,0,Twitter for Websites
60,317313201463246848,0,0,0,0,0,Hootsuite
60,317312946453753857,0,0,0,0,0,Hootsuite
60,317053264405331969,0,0,0,0,0,Twitter for Websites
60,316492094967525376,0,0,0,0,0,Twitter for Websites
60,316491927795167232,0,0,0,0,0,Twitter for Websites
60,316478417304444928,0,0,0,0,0,Facebook
60,315060651242422272,0,0,0,0,0,Facebook
60,315057445770784769,0,0,0,1,1,Hootsuite
60,315057443946246144,0,0,0,0,0,Hootsuite
60,314314715654397952,0,0,0,0,0,Facebook
60,314119633739317249,0,0,0,0,0,Twitter for Websites
60,313390935692169217,0,0,0,0,0,Facebook
60,312713504928985088,0,0,1,0,1,Twitter for Websites
60,312318084465717248,0,0,0,0,0,Facebook
60,311994113232863232,0,0,0,0,0,Facebook
60,310819829013696512,0,0,0,1,1,Twitter for Websites
60,324259064894865409,0,0,0,0,0,Twitter for Websites
60,316274424108175360,0,0,0,0,0,Twitter for iPad
60,319063817088798721,0,0,0,0,0,Twitter Web Client
60,314276919287885824,0,2,0,3,5,Twitter Web Client
60,314435830452191232,0,0,0,1,1,Twitter for Websites
60,319006212677054464,0,0,1,0,1,Twitter for Websites
60,319442490933518337,0,1,0,0,1,Twitter Web Client
60,314670101792186368,0,0,0,0,0,Twitter for Websites
60,322287619818024962,0,0,0,0,0,Twitter for Websites
60,324140817201651713,0,0,0,0,0,Twitter for Websites
57,433507414101331968,1,0,0,0,0,Twitter for Websites
28,250887386916069376,0,0,0,0,0,Twitter for Websites
28,218303602010234882,0,0,0,0,0,Twitter for Websites
26,365917618579836928,0,0,0,0,0,Facebook
26,365917180006633472,0,0,0,0,0,Twitter for Websites
26,230354677202554881,0,1,0,0,1,Twitter Web Client
26,382232746774384643,0,5,0,0,5,TweetDeck
26,315169940850241536,0,6,0,1,7,Hootsuite
454,450679065885016064,1,0,0,2,2,Buffer
454,458198728881750016,1,0,1,4,5,Buffer
454,476102689173299200,1,0,0,1,1,Buffer
454,447849795294478336,0,0,1,1,2,Twitter for Websites
454,454739650590961664,0,0,2,3,5,iOS
454,420195324133531649,1,0,0,1,1,Twitter for iPhone
454,415128458545876992,1,0,0,1,1,Buffer
454,453479513372905472,0,1,0,0,1,Twitter for iPhone
454,453476095393034241,1,1,0,1,2,Buffer
454,417674025285189632,1,0,0,2,2,Buffer
454,402987442539462656,1,0,0,0,0,Twitter for Websites
454,446623305382899712,0,1,0,0,1,
454,446579461073682432,1,1,0,1,2,Buffer
454,448965390673014784,0,0,0,0,0,Twitter for Websites
454,423123625211097088,0,0,0,1,1,Hootsuite
454,422751938611281920,1,0,2,3,5,Buffer
454,463634576842448896,1,0,0,1,1,Buffer
454,420210721751052288,1,0,0,0,0,Buffer
454,442948082276519936,1,0,0,3,3,Buffer
454,432933441269940224,0,0,0,1,1,Hootsuite
454,430352560709705729,1,0,2,3,5,Buffer
454,432889218285989888,1,0,0,1,1,Buffer
454,425284105941823488,1,0,0,2,2,Buffer
454,405372606720655360,0,0,0,0,0,Twitter for Websites
454,437946271656316928,1,0,0,1,1,Buffer
454,478520566128058368,0,0,0,0,0,Facebook
454,478493453660483584,1,0,0,3,3,Buffer
454,465845847998353408,1,0,0,1,1,Buffer
454,402984253136187392,1,2,0,0,2,Twitter for Websites
454,403186984778072064,0,0,0,0,0,Twitter for Websites
454,468344348774785024,1,0,0,2,2,Buffer
454,409449880201875457,0,0,0,0,0,Twitter for Websites
454,402990778055536640,1,0,0,0,0,iOS
454,403176364225753088,0,1,0,0,1,Twitter for Websites
454,483929267383066624,1,0,0,2,2,Buffer
454,473566003486797824,1,0,1,3,4,Buffer
454,447857245435342848,0,0,1,1,2,Twitter for Websites
454,450359703487279105,0,0,0,0,0,Twitter for Websites
292,249034220364763137,0,0,0,0,0,Twitter for Websites
292,248401682113892352,0,0,0,0,0,Twitter for Websites
292,274161498287386624,0,0,0,0,0,Twitter for Websites
200,289831110412730368,0,0,0,0,0,Twitter for Websites
200,265565609625001985,0,0,0,0,0,Twitter for Websites
200,265554636340080640,0,0,0,0,0,Twitter for Websites
200,289831929686142978,0,0,0,0,0,Twitter for Websites
200,289826903974617088,0,0,0,0,0,Twitter for Websites
200,264426038774345728,0,0,1,0,1,Twitter for Websites
200,289832272222380032,0,0,0,0,0,Twitter for Websites
200,289828668476362752,0,0,0,0,0,Twitter for Websites
200,289832496105934848,0,0,0,0,0,Twitter for Websites
200,289830179273072641,0,0,0,0,0,Twitter for Websites
200,263765547450257408,0,0,0,0,0,Twitter for Websites
200,265565242522730497,0,0,0,0,0,Twitter for Websites
413,407922909294784512,1,0,1,3,4,Twitter for Websites
413,406385437469450240,0,4,0,0,4,Twitter Web Client
178,379435947974082561,0,0,0,0,0,Twitter for Websites
490,448530179326226433,0,0,0,0,0,Twitter Web Client
490,448528242837057536,0,1,1,0,2,Twitter Web Client
479,435615789308067841,0,6,0,4,10,YoruFukurou
479,435615947169091584,0,1,0,2,3,YoruFukurou
479,435237578510319616,0,0,2,2,4,Twitter Web Client
479,433488863743328257,0,0,0,3,3,YoruFukurou
479,433452203852824576,0,0,1,0,1,YoruFukurou
479,433452156000014337,0,0,0,0,0,YoruFukurou
479,433443007732277249,0,0,1,6,7,YoruFukurou
479,464259971102670849,1,3,2,4,9,Twitter Web Client
479,429974752241786880,0,6,0,0,6,TweetDeck
479,405890467943833601,0,0,0,1,1,Twitter Web Client
479,402764460772687872,0,0,0,0,0,TweetDeck
479,402739483939856384,0,2,0,0,2,TweetDeck
479,401191715396009984,0,0,0,0,0,twitterfeed
479,401187058456068096,0,0,1,0,1,Twitter Web Client
479,401143326230851584,0,0,0,0,0,Twitter for Android
479,401142391391797248,0,0,0,0,0,Twitter for Android
479,401137301746495488,0,0,0,0,0,Twitter for Android
479,401132385376280576,0,0,1,1,2,TweetDeck
479,401130914542923776,0,3,5,9,17,Tweetbot for Mac
479,401130728303259648,0,0,1,1,2,TweetDeck
479,401130419149500417,0,4,0,3,7,TweetDeck
479,401128385746710528,0,2,0,0,2,TweetDeck
479,401127665077207040,0,2,1,0,3,TweetDeck
479,401125670526283776,0,11,1,4,16,TweetDeck
479,401124368912117761,0,7,0,1,8,TweetDeck
479,401124271503597569,0,4,1,1,6,TweetDeck
479,401122693790978048,0,2,0,0,2,TweetDeck
479,401121921544093696,0,4,0,1,5,TweetDeck
479,400982708416823296,0,4,0,0,4,TweetDeck
479,400981992692400129,0,1,0,0,1,TweetDeck
479,400980355752017920,0,0,0,0,0,TweetDeck
479,420415849900818432,0,2,0,4,6,Hootsuite
479,420310950344798208,0,1,0,0,1,Twitter Web Client
479,420108390694531072,0,0,1,1,2,Twitter Web Client
479,483789186592292865,0,6,1,2,9,Twitter Web Client
479,482663740995694593,0,2,0,0,2,Twitter Web Client
479,427320011200266240,0,6,0,0,6,Twitter Web Client
479,427225062848999424,0,0,0,0,0,Twitter Web Client
479,427224638582571010,0,0,2,0,2,Twitter Web Client
479,426934035261054976,0,0,2,3,5,Twitter Web Client
479,426841776314277888,0,0,0,0,0,Twitter Web Client
479,426841494511562753,0,2,3,0,5,Twitter Web Client
479,426841277909327872,0,0,1,2,3,Twitter Web Client
479,426837573432926208,0,0,1,1,2,Twitter Web Client
479,426837153142681601,0,0,0,0,0,Twitter Web Client
479,542867335971737600,1,4,0,0,4,TweetDeck
479,423673234761216000,0,0,0,0,0,Buffer
479,423663998198767616,0,0,0,0,0,TweetDeck
479,446428359468544000,0,1,0,0,1,Hootsuite
479,446428185383960576,1,1,1,1,3,Twitter Web Client
479,433441674237194240,1,0,0,2,2,Twitter Web Client
48,433043460166520832,0,0,4,4,8,Buffer
48,433016450614579201,0,0,8,11,19,Twitter for iPhone
48,433016427172610049,0,0,0,0,0,Hootsuite
48,433015810123399168,0,0,1,0,1,Hootsuite
48,432977033396633600,0,4,13,8,25,Twitter for Mac
48,370410192342491136,0,3,0,0,3,Twitter Web Client
48,357586214896934913,0,0,1,1,2,bitly bitlink
48,437276911354802176,0,0,0,0,0,Twitter for Mac
48,354217415833423873,1,0,0,0,0,Twitter Web Client
48,355738065530130434,0,3,0,1,4,Twitter Web Client
48,344976346172231680,0,0,0,0,0,Hootsuite
48,341984707824726017,0,2,0,0,2,Twitter Web Client
48,355735091848298496,0,1,0,0,1,Twitter Web Client
361,444015379678265344,0,0,0,0,0,Twitter for iPhone
361,445712293746446336,0,0,0,0,0,Facebook
361,395661320298561536,0,0,0,1,1,Twitter Web Client
361,395241832981880833,0,1,0,0,1,Twitter Web Client
361,391592199571247106,0,0,0,0,0,Twitter Web Client
361,390886616081768448,0,0,0,0,0,Twitter Web Client
361,383621440282427392,0,1,1,0,2,Twitter Web Client
361,383587593687810048,0,1,0,0,1,Twitter Web Client
361,383252425609449472,0,0,1,1,2,Twitter Web Client
361,359449780881080321,0,0,0,0,0,Twitter Web Client
361,300503667881172992,0,0,0,0,0,twitterfeed
361,300028262753644544,0,0,0,0,0,Twitter Web Client
361,298454678423887872,0,0,0,1,1,Hootsuite
361,298454678579064832,0,0,0,0,0,Hootsuite
361,447665183650250752,0,0,0,0,0,Twitter for iPhone
361,447664735274934272,0,0,0,0,0,Twitter for iPhone
361,447663905989734401,0,0,0,0,0,Twitter for iPhone
361,308664589741072384,0,0,0,0,0,TweetDeck
361,274578292013678592,0,1,0,0,1,TweetDeck
361,172885673982963712,0,0,0,0,0,Hootsuite
361,172486291223617536,0,0,0,0,0,TweetDeck
361,172472838693990400,0,0,0,2,2,Hootsuite
361,172461787072036864,0,0,0,0,0,Hootsuite
361,172461782701572096,0,0,0,0,0,Hootsuite
361,172460533423939584,0,0,0,0,0,Hootsuite
361,172459596496125953,0,0,0,1,1,Hootsuite
361,172459590934470656,0,0,0,0,0,Hootsuite
361,172459587423834112,0,0,0,0,0,Hootsuite
361,172459583602819073,0,0,0,0,0,Hootsuite
361,172447869255684096,0,0,0,0,0,TweetDeck
361,172441240242098177,0,0,0,0,0,TweetDeck
361,171441309867974657,0,0,0,1,1,TweetDeck
361,182242893937909760,0,0,0,0,0,Timely by Demandforce
361,173054101171617794,0,0,0,0,0,Timely by Demandforce
361,172814290607288322,0,0,0,0,0,Timely by Demandforce
361,170597808330653696,1,0,0,3,3,Hootsuite
361,170597242598727680,1,0,1,7,8,Twitter Web Client
361,155333580346765312,0,0,0,0,0,LinkedIn
361,525085998510657536,0,1,0,0,1,OS X
361,495671519616700416,0,0,0,1,1,Twitter Web Client
361,495403653264470017,0,0,0,0,0,IFTTT
361,495354175182880768,0,0,0,1,1,GroupTweet
361,495354169944211456,0,0,0,2,2,IFTTT
361,495354173484171265,0,0,0,0,0,GroupTweet
361,336483111942619136,0,0,0,2,2,SocialOomph
361,336341695560032257,0,0,0,0,0,Twitter for iPad
361,336241807258173440,0,0,0,0,0,TweetCaster for iOS
361,336239578275004416,0,0,1,0,1,SocialOomph
361,336209331253043200,0,0,0,1,1,SocialOomph
361,335443405956063234,0,0,0,1,1,Buffer
361,335441017694216193,0,0,0,0,0,SocialOomph
361,335441015970332672,0,0,0,0,0,SocialOomph
361,286239188792266752,0,0,0,2,2,SocialOomph
361,285876558130999297,0,0,0,0,0,SocialOomph
361,280123391908917248,0,0,0,0,0,SocialOomph
361,277606204463804416,0,0,0,3,3,Buffer
361,277209240358236161,0,0,0,1,1,SocialOomph
361,277178963867074562,0,0,0,3,3,SocialOomph
361,203877849076219904,0,0,0,0,0,Twitter for Android
361,203836156662652929,0,0,0,0,0,Seesmic
361,203836155291119617,0,0,0,0,0,Seesmic
361,203836153906995200,0,0,0,0,0,Seesmic
361,203083724768813057,0,0,0,0,0,Timely by Demandforce
361,202740965625176064,0,0,0,1,1,Timely by Demandforce
361,202491578911162370,0,0,0,0,0,Timely by Demandforce
361,162638487022080000,1,0,1,2,3,Twitter Web Client
361,407741092680192000,1,0,2,4,6,Hootsuite
361,163318201038548993,0,0,0,2,2,Buffer
361,162625273743945728,1,0,1,4,5,Twitter Web Client
361,147067827671666689,0,0,0,0,0,Facebook
361,513047595955269632,0,0,0,0,0,Twitter Web Client
361,429080148667691009,0,0,0,0,0,Twitter Web Client
361,429078542757138433,0,0,0,0,0,Facebook
361,429077910910406656,0,0,0,0,0,Facebook
361,339443735983177728,0,1,0,0,1,Twitter Web Client
361,139183476875345920,0,0,0,0,0,Twitter Web Client
361,141241207115350018,0,0,0,1,1,Hootsuite
361,141206538378412032,0,0,0,0,0,Hootsuite
361,141192974829752320,0,0,0,1,1,Hootsuite
361,137606254930558977,0,0,0,0,0,Twitter Web Client
361,137546904228724736,0,0,0,1,1,Hootsuite
361,137256222339510272,0,0,0,0,0,Hootsuite
361,139367586839273472,0,0,0,1,1,TweetDeck
361,138422540937854976,0,0,0,0,0,Twitter Web Client
361,137887455503331328,0,0,0,1,1,Twitter Web Client
361,137887322493554689,0,0,0,0,0,Twitter Web Client
361,137886567787270148,0,0,0,0,0,Twitter Web Client
361,137753336626683904,0,0,0,0,0,Twitter Web Client
361,165519031829405696,0,1,0,0,1,Twitter Web Client
361,142296086919380993,0,0,0,0,0,Twitter for Websites
361,472060795749023744,0,1,1,0,2,TweetDeck
361,269636285189206016,0,1,0,0,1,Twitter Web Client
361,269515185499287552,0,7,1,0,8,Twitter Web Client
361,221336664029659139,0,0,1,0,1,TweetDeck
361,221318786983268353,0,0,0,0,0,Twitter Web Client
361,136846569554186241,0,0,0,0,0,Twitter Web Client
361,453642891034775553,1,3,0,0,3,Twitter Web Client
454,455661307975712768,1,0,0,2,2,Buffer
57,466979679119761408,0,0,0,0,0,Twitter for Websites
103,468317978723766275,0,0,0,0,0,Twitter for Websites
103,467385047972986880,0,2,0,1,3,Twitter Web Client
103,467314569367404544,0,2,2,1,5,Twitter Web Client
479,487483782807564289,1,3,0,0,3,Twitter Web Client
479,464189491293351936,0,1,0,0,1,TweetDeck
479,470014160374206464,0,0,0,1,1,Twitter Web Client
479,505518654339833856,0,2,0,0,2,Twitter Web Client
479,502979028496576512,0,0,0,3,3,Twitter Web Client
479,460984422599110658,0,3,1,3,7,TweetDeck
479,457384101981347840,0,0,0,0,0,Twitter for Android Tablets
479,457381966929620992,0,0,0,1,1,UberSocial for Android
479,457375772403970048,0,0,1,2,3,UberSocial for Android
479,457375565368946688,0,0,2,0,2,UberSocial for Android
479,457360184843591680,0,16,3,11,30,TweetDeck
460,226544008187502592,0,0,0,0,0,Twitter Web Client
460,218453026837508096,0,1,0,0,1,Twitter Web Client
460,218450401580691456,0,0,0,0,0,Twitter for Websites
57,468847683508391937,0,0,1,1,2,Twitter Web Client
57,468846621355020288,0,0,0,0,0,Twitter for Websites
476,473562534629224448,0,0,0,1,1,Twitter for Websites
479,488487253002309633,0,0,0,0,0,twitterfeed
479,488479455573049345,0,0,1,1,2,Twitter Web Client
57,480051683901591552,0,0,0,0,0,Twitter Web Client
361,495279345020444673,0,0,0,1,1,GroupTweet
361,495279345171443713,0,1,0,0,1,GroupTweet
361,495279338108223488,0,0,0,1,1,IFTTT